site,mm_code,WW,IB1,FB693,FB9301,FB1591,ULT,Si_remaining,SBB,N_TESTED,total_tested,yield_sdhmt%,SBB_sdhmt%,ULT_sdhmt%,IOE_chipping_sdhmt%,Si_remaining_sdhmt%,yield_loss_sdhmt%,WLA_site,test_end_ww,class_total_tested,class_8.0,class_10.0,class_15.0,class_53.0,class_97.0,class_98.0,class_99.0,class_36.0,class_1594.0,class_902.0,class_912.0,class_900.0,class_9.0_excluded,class_WIYL,class_sdhmt_sampling,class_SBB,class_Si_remaining,total_WLA_EYL,total_WLA_EY,total_SBB,total_Si_remainig,total_ULT,total_IOE_chipping
D1V,ARROW LAKE-BASE-P281,202525,48496,90113,9196,5,4,331,3220,151404,52095,0.9309146751127747,0.06181015452538632,7.67828006526538e-05,9.597850081581725e-05,0.006353776754007103,0.0690853248872253,D1V,202525,280788.0,0.00010195881812706119,0.00038611655368630594,0.00036002076522154744,1.8906664943331847e-05,-2.1052688949083456e-05,-2.2962343065859806e-06,0.0003140739702143804,0.0019211614613162103,1.1374041026165981e-05,0.0018163169366212232,0.0,0.0,-0.00010951241296284998,0.00478569383391154,0.373765972904825,0.002723310803343958,0.0017952642476721397,0.028818707991974654,0.9711812920080254,0.02480796243298847,0.003499081109601239,4.0538795114698255e-05,4.299630925153214e-05
D1V,ARROW LAKE-BASE-P281,202526,73430,136358,14776,1,5,213,242,225108,73974,0.9926460648335902,0.003271419687998486,6.759131586773732e-05,1.3518263173547462e-05,0.0028793900559656097,0.0073539351664098085,D1V,202526,261679.0,-0.00045732704714387886,0.00036024949878631714,0.00021571133598772624,0.0,1.065106215983765e-05,-4.901930207702575e-05,0.00030034774483653546,0.002059453769554607,6.585402796162027e-06,0.0018801661577734553,0.0,0.0,0.0001839284988667002,0.004504161718744274,0.41970505848768913,0.0022627239660335807,0.0018908172199332929,0.005700226050273401,0.9942997739497266,0.002686078663017143,0.002305726239899577,2.8368417179528563e-05,9.495159366339564e-06
D1V,ARROW LAKE-BASE-P281,202527,42667,83893,8827,1,2,229,201,136086,43366,0.9838813817276207,0.004634967486048978,4.611907946317391e-05,2.3059539731586956e-05,0.005280634598533413,0.01611861827237926,D1V,202527,181015.0,9.578778019252371e-05,0.00037757485703680024,0.00025711548610729676,8.532180540940247e-05,-3.759221101015337e-06,-4.527494890919679e-05,0.00023210551401115235,0.0016861711313749968,0.0,0.004518962516918488,0.0,0.0,0.0004110890455170517,0.007615093966557499,0.4172692870756567,0.002391639282615473,0.004515203295817473,0.011163353491278262,0.9888366465087217,0.0033277112427388855,0.004834594269807145,6.896371190239733e-05,9.622037704092068e-06
D1V,ARROW LAKE-BASE-P281,202528,21237,38315,3728,0,1,34,61,63492,21449,0.9901160893281739,0.0028439554291575363,4.662222015012355e-05,0.0,0.0015851554851042007,0.009883910671826146,D1V,202528,166273.0,0.00014414185845344405,0.0003211126509594666,0.0002488877534649123,-1.7256553176068614e-05,9.231564565562572e-06,3.734730133713994e-05,0.0005824306537802213,0.0020024639778469114,1.8463129131125144e-05,0.002044829888195919,0.0,0.0,0.0002954666193676148,0.005668655714795123,0.34851719762078026,0.0030501491410400436,0.0020540614527614813,0.007137744559676678,0.9928622554403234,0.0029782870864077256,0.0018906396589659057,5.006297891028928e-06,1.2028411107034817e-05
D1V,ARROW LAKE-BASE-P281,202529,34597,64490,5876,1,3,114,113,105228,34862,0.9923986001950548,0.003241351614938902,8.605358269749297e-05,2.8684527565830992e-05,0.003270036142504733,0.00760139980494523,D1V,202529,63154.0,-2.2635895010605304e-05,0.00029895784547630857,0.0005179826196024479,7.561436672967863e-05,0.0,8.343269279257527e-05,-0.0001617275977865754,0.0016521981205476273,5.040957781978576e-05,0.0016467682173734047,0.0,0.0,-0.00014784075638198514,0.003942749613342877,0.37177375938182855,0.0017667924732267552,0.0016467682173734047,0.0053029397493379316,0.9946970602506621,0.0023149948687719224,0.002250256636383419,7.949539329503178e-05,4.233277421411384e-05
D1V,ARROW LAKE-BASE-S816,202501,2208,4440,392,1,7,0,18,7068,2236,0.9874776386404294,0.008050089445438283,0.0031305903398926656,0.0004472271914132379,0.0,0.012522361359570633,D1V,202501,88459.0,0.000753728255054842,0.00025227062933941014,5.509751482745502e-05,0.00015039649986327592,-0.0005617763425214174,0.00020764764894272967,0.010858862199591897,0.004899551838797558,4.1017227235438884e-05,0.0,0.002543551249731514,0.0,-6.044902372715887e-05,0.019098880469900107,0.1731762737539425,0.016764412922783706,0.0019817749072100965,0.017959983396101657,0.9820400166038984,0.015255298854690527,0.0016385785133603869,0.0006664953641440186,0.00011136315519347259
D1V,ARROW LAKE-BASE-S816,202502,3407,5302,680,0,5,40,40,9486,3504,0.9723173515981736,0.01141552511415525,0.0014269406392694063,0.0,0.01141552511415525,0.027682648401826437,D1V,202502,62555.0,0.000978724024767992,0.0014235839296623412,0.0003100987588374884,-5.549620406271201e-05,0.004328135984503121,0.0002687394663891474,0.005529681374580575,0.00452006643273992,0.00010130685847431871,0.0,0.0028934537606905924,0.0,0.0006078411508459123,0.020804828678954376,0.21101430740947966,0.012452055761750827,0.007221589745193713,0.022256147044263482,0.9777438529557365,0.012233332965039747,0.008106570112395252,0.0002573191797113102,7.992966189753017e-05
D1V,ARROW LAKE-BASE-S816,202503,8487,7164,1501,1,14,1897,1548,20646,11981,0.708371588348218,0.12920457390868875,0.0011685168182956347,8.346548702111677e-05,0.1583340288790585,0.291628411651782,D1V,202503,33923.0,0.00069015895748164,0.002666371217316956,0.0007947735416787421,0.001976212259835316,0.007226154921769247,0.0006535624341513564,0.008663769303237805,0.002865250414123662,0.0,0.0,0.0007959201721545854,0.0,0.0002458256917244878,0.026577998913473795,0.19449930725466497,0.014885549892160062,0.008022075093923832,0.07813012057863777,0.9218698794213622,0.0371205208694043,0.03725764597722774,0.001819116055983097,1.623397940528044e-05
D1V,ARROW LAKE-BASE-S816,202504,2116,4338,407,0,0,4,13,6882,2137,0.9901731399157697,0.006083294337856809,0.0,0.0,0.0018717828731867104,0.009826860084230282,D1V,202504,51832.0,0.0008702604287517668,0.0031804991294254207,5.584190304666961e-05,0.0007893209518282066,-0.0022719733176231587,9.411523927363354e-05,0.007928344000862654,0.004172482924033048,-6.776371457348671e-05,0.0,0.0013312239543139374,0.0,-0.00011042985527008291,0.016039685358642097,0.1689496835931471,0.01615158648307289,-0.0009407493633092213,0.014990030494310714,0.9850099695056893,0.014450551710815265,0.0,0.0006559654267633894,0.0
D1V,ARROW LAKE-BASE-S816,202505,24232,16260,3765,2,5,9,117,44454,24429,0.9919358139915674,0.004789389659830529,0.00020467477178762945,8.186990871505179e-05,0.00036841458921773305,0.008064186008432617,D1V,202505,47458.0,0.0008711964977025217,0.0005800550981273873,0.00021211228440144107,0.0007027027027027027,-0.0026111292014906473,0.0006072578602699084,0.006366593788280535,0.007280705834922702,8.108108108108108e-05,0.0,0.0012642757806902946,0.0,0.00011854367276054024,0.015392314318367383,0.22036326857431834,0.015098551219033146,-0.0013468534208003527,0.013777464011458164,0.9862225359885418,0.012826790681586542,0.0,0.0005929556400049523,8.125490971684461e-05
D1V,ARROW LAKE-BASE-S816,202506,9101,17936,1916,0,3,7,41,29016,9164,0.9931252728066347,0.00447402880838062,0.00032736796158882583,0.0,0.0007638585770405937,0.006874727193365349,D1V,202506,18427.0,0.0008362702347530016,0.002747745057045577,0.00012368324815805484,0.0004181351173765008,0.002669730014810103,-0.0010583403004804978,0.003532713847131473,0.0037632160563885074,0.0,0.0,0.002387800510121018,0.0,0.0004778687055731438,0.015898822490876884,0.09149617409236446,0.010879945195318558,0.005057530524931121,0.01507315229650968,0.9849268477034904,0.010293828354358155,0.004664675968891428,0.00040983026988868293,0.0
D1V,ARROW LAKE-BASE-S816,202507,16463,32646,3622,2,9,12,61,52824,16556,0.99438270113554,0.0036844648465813,0.0005436095675283885,0.00012080212611741966,0.000724812756704518,0.005617298864460052,D1V,202507,68976.0,0.0019579345680829697,0.0019793880503927337,0.0007209256915523268,0.0008240554045761374,0.0001410209295377926,-0.00021181404404624132,0.019402815134141858,0.007973854561379841,5.259928114315771e-05,0.0,0.0022326606355833915,0.0,-0.000147888216976212,0.034872952714224595,0.17311818603572257,0.0313139923139974,0.002373681565121184,0.029808266988464352,0.9701917330115356,0.026530818637814153,0.0020882323879972075,0.0007755051299851612,6.440643394757753e-05
D1V,ARROW LAKE-BASE-S816,202508,19903,39330,4004,1,7,56,104,63426,20092,0.9905932709536134,0.005176189528170416,0.00034839737208839337,4.977105315548477e-05,0.002787178976707147,0.00940672904638662,D1V,202508,48203.0,0.001871312933375663,0.0008504277909493867,0.00016383306990298363,0.0004123286259148541,-0.0013011997330677726,0.0006137276237334365,0.018735993524172524,0.006036203848402702,-2.9082679906631406e-05,0.0,0.0012654814015725163,0.0,-8.724803971989423e-05,0.028560861045236398,0.19498786382590294,0.027493938096900275,-3.571833149525628e-05,0.024826037763341306,0.9751739622366586,0.02314224797808004,0.0005147123844310219,0.000399862807299521,0.0
D1V,ARROW LAKE-BASE-S816,202509,23443,38760,3612,5,37,177,103,66216,23844,0.9831823519543701,0.00431974500922664,0.0015517530615668511,0.0002096963596711961,0.007423251132360342,0.016817648045629907,D1V,202509,21538.0,1.1231355733494854e-05,0.00031387319522912746,-0.0005118906363150509,0.001203180581711655,-0.006902834431327951,-0.0005361244461861685,0.008544037886645902,0.005858966310943712,5.2312199204854574e-05,0.0,0.0012535982913919584,0.0,-0.0006688272339296146,0.00856521087389706,0.11245240969449345,0.014728108748552236,-0.005649236139935993,0.00949321731971083,0.9905067826802891,0.013557663165088284,0.0,0.0012423783970245573,7.001042729703951e-05
D1V,ARROW LAKE-BASE-S816,202510,32690,42164,4725,0,201,163,165,80166,33277,0.982360188718935,0.004958379661628151,0.00604020795143793,0.0,0.004898278089972053,0.017639811281064954,D1V,202510,40027.0,0.0005878195283072095,0.00012436996278024733,0.0005799854085766353,0.002318718381112985,-0.0037876688235137634,-0.0007543011966966758,0.00262841341075528,0.0033844324612147484,0.00015448318850898736,0.0,0.0008993929097858946,0.0,7.197763105334129e-05,0.006053139673375906,0.17036000699527817,0.006725035363057485,-0.0028882759137278686,0.008027045129513802,0.9919729548704862,0.006424067885403735,0.0,0.002952711370346397,0.00012816543143394338
D1V,ARROW LAKE-BASE-S816,202511,21940,13622,2158,0,61,31,99,37944,22164,0.9898935210250858,0.004466702761234434,0.0027522107922757625,0.0,0.0013986645009926007,0.010106478974914235,D1V,202511,50545.0,0.0009743475872573771,2.4319086402351577e-05,2.545583416430346e-05,0.0007603069876245085,-0.0012507095388196322,-0.0006816659896076945,0.00011944292696746718,0.0027092863490797508,0.00019000570017100514,0.0,0.0007913740231476902,0.0,9.528703702599052e-05,0.0035674443032421123,0.1669997032347413,0.0038273959497069467,-0.00045933551567194195,0.004659461152853041,0.9953405388471469,0.0039341599975079855,0.0,0.00109295433187342,0.00015827480462953804
D1V,ARROW LAKE-BASE-S816,202512,34747,13274,3323,41,515,60,215,52266,35669,0.9741512237517171,0.006027643051389161,0.01443830777425776,0.0011494575121253749,0.0016821329445737194,0.025848776248282856,D1V,202512,118948.0,0.0007613407887893856,0.0002137047758733283,0.00022700875014345008,0.0016032064128256513,-0.002171272229173028,0.00017323206136204364,0.006211163068372332,0.004916191230563159,6.68002672010688e-05,0.0,0.001084507515889296,0.0,5.530673344617378e-05,0.013074389108091786,0.11902680162760197,0.012102399863598205,-0.0010867647132837318,0.014594883552141499,0.9854051164478586,0.011379340989575475,0.0,0.003130927476442995,0.00019566549632336026
D1V,ARROW LAKE-BASE-S816,202513,37496,33890,4410,2,486,207,260,76818,38518,0.9734669505166416,0.00675009086660782,0.012617477542966925,5.192377589698323e-05,0.005374110805337764,0.02653304948335844,D1V,202513,83562.0,-9.435988657730107e-05,0.0003565013505916551,3.892280832599505e-05,0.000589598387516968,-0.00012061453189123744,-0.0010379587523503117,0.00195839456176682,0.004548119447765961,1.3711590407371352e-05,0.0,0.0012804863454680356,0.0,0.00023309703692531297,0.007752186767541901,0.1272229003614083,0.006768655473547136,0.0011598718135767982,0.010141542593537516,0.9898584574064625,0.006766293630408247,0.0016960195209247653,0.0021198200588698375,1.8573055474507895e-05
D1V,ARROW LAKE-BASE-S816,202514,29202,27181,3259,6,353,52,160,60264,29824,0.9791443133047211,0.00536480686695279,0.011836105150214592,0.0002011802575107296,0.0017435622317596568,0.02085568669527893,D1V,202514,46036.0,0.0007253504163267281,0.0002609121155948871,0.00040592587404898674,0.0005215426071335439,-0.0025370580860604314,0.004702472997916919,0.0012314363888741298,0.002782123819491361,0.00011589835714078753,0.0,0.0008471630897558432,0.0,0.00028974589285196884,0.009229615115933936,0.25030410982709184,0.004999822740287106,-0.0016898949963045883,0.012139668613387937,0.9878603313866121,0.005091179767213178,0.0,0.0033536241125624025,0.00013724476729724862
D1V,ARROW LAKE-BASE-S816,202515,69664,110527,11862,16,479,86,498,193254,70865,0.983052282508996,0.007027446553305581,0.0067593311225569745,0.00022578141536724758,0.0012135751075989557,0.01694771749100399,D1V,202515,71241.0,0.0005848342935446445,0.00029397397912136553,0.00043142771669913186,0.00034319707138499086,0.00029558001731526395,-0.0036115832076558567,-0.0005905036185146371,0.0037276937832089745,9.533251982916413e-05,0.0,0.0009825802557516037,0.0,0.00038220462443550653,0.002839404915290985,0.26379472494771267,0.004015998437360347,0.0012781602730668677,0.006561103350677553,0.9934388966493225,0.004810402564800428,0.0012611230471065574,0.0020357393886415577,0.00012974425034736577
D1V,ARROW LAKE-BASE-S816,202516,86715,153694,17676,27,77,105,470,258912,87542,0.9905531059377213,0.005368851522697677,0.0008795778026547258,0.00030842338534646226,0.0011994242763473534,0.009446894062278721,D1V,202516,111339.0,-9.914017888585562e-05,-1.5154328505598616e-05,0.0002557798127375585,0.0006629130156448735,0.004031614617887633,-0.002073986802577709,-0.0011291321915486486,0.0026550271754630468,-3.8522864863461136e-05,0.0,0.00024250262711179372,0.0,-1.9993423474309977e-05,0.004510430323852782,0.12928982656571372,0.0014116004765229438,0.004274117244999426,0.005148664864441807,0.9948513351355582,0.001923232777959864,0.0038765907243395797,0.0006909255683802746,6.333755653804573e-06
D1V,ARROW LAKE-BASE-S816,202517,53659,89066,10612,11,60,66,251,153822,54144,0.9910424054373522,0.004635786052009456,0.0011081560283687944,0.00020316193853427895,0.0012189716312056738,0.008957594562647775,D1V,202517,97868.0,0.00032086353365439445,4.421756643404057e-05,0.0005772242913912299,0.0007144558228149559,0.0009391638819156618,0.0005515081562829042,0.0016690334675653318,0.002832852737966801,3.402170584833123e-05,0.0,0.0005108922221768096,0.0,5.441342701974989e-05,0.008214625107221879,0.09900069481342216,0.004866967305620568,0.0014500561040924715,0.008288179599534193,0.9917118204004658,0.00484408020088523,0.0014271785807160851,0.0007534324167129731,5.0766706405143956e-05
D1V,ARROW LAKE-BASE-S816,202518,11780,22120,1826,16,2,37,93,35898,11952,0.9856091030789826,0.0077811244979919675,0.00016733601070950468,0.0013386880856760374,0.0030957161981258366,0.01439089692101736,D1V,202518,135816.0,0.0006315948833599695,0.000939232325996065,0.00028866039961756955,0.0013885221183906774,0.0022016185527665294,0.0011613033977407048,0.0021348211736983945,0.0035875284728174237,3.407416241449515e-05,0.0,0.00039023384579136476,0.0,0.0003460973242454876,0.013069612494424183,0.13566148318313012,0.007293176855871853,0.002591852398557894,0.013248859899442586,0.9867511401005574,0.007359372556717579,0.0026602073089295685,0.0012228541997800159,0.00021106002222551828
D1V,ARROW LAKE-BASE-S816,202519,9979,9274,1925,1,112,23,64,21390,10191,0.9791973309783142,0.006280051025414581,0.010990089294475518,9.812579727210283e-05,0.002256893337258365,0.020802669021685816,D1V,202519,179746.0,0.00020485733916566877,0.00022874981498176728,0.00012038965435789815,0.0005987862803934497,0.00248363114341626,-0.00014887006680772748,-0.00025090667713731146,0.0028145594280051243,5.5321225750103684e-05,0.0,0.0004172554604831262,0.0,0.00011813115086041126,0.006586583527718668,0.1730886918206803,0.002997259905015249,0.002900886603899386,0.00904722716868039,0.9909527728313197,0.0035654739255657143,0.002789418651835165,0.002397403325413207,6.273021303879126e-05
D1V,ARROW LAKE-BASE-S816,202520,18925,28111,2604,60,16,119,127,50034,19319,0.9796055696464621,0.006573839225632797,0.0008282002174025571,0.003105750815259589,0.006159739116931518,0.02039443035353794,D1V,202520,133909.0,9.099470408365743e-05,0.0001697342597995014,0.00029939136402348804,0.00037129369331140934,0.0028390183908198656,-0.0008307798741531824,0.0008955765828952522,0.0037244869782907374,0.00014851747732456372,0.0,0.0005302108148070705,0.0,0.00014969568201174402,0.008239622595889543,0.29605179636917606,0.004880792525069149,0.003369229205626936,0.011838075267063347,0.9881619247329366,0.005382022042107923,0.004195364677654648,0.0005065616905413899,0.0010240117193030425
D1V,ARROW LAKE-BASE-S816,202521,6078,7470,1035,28,19,25,33,14694,6189,0.9820649539505575,0.005332040717401842,0.0030699628372919696,0.004524155760219745,0.004039424785910487,0.017935046049442516,D1V,202521,141511.0,0.0006071078893001756,0.00012573259270216652,0.00038024661771527925,0.00040811256809269476,0.006148062093123443,0.004374573720479301,-0.00024698250388576534,0.003057582224137232,3.548804939936476e-05,0.0,0.0009822557963691868,0.0,-0.0006100954193816567,0.015226595578652058,0.20349654797153577,0.0035434402022538085,0.0071303178894926295,0.015777755899809794,0.9842222441001902,0.003907414232786543,0.006501331812764636,0.0009497899090918503,0.0009489164335426079
D1V,ARROW LAKE-BASE-S816,202522,6027,9283,900,25,38,52,31,16368,6185,0.9744543249797898,0.005012126111560227,0.006143896523848019,0.004042037186742118,0.008407437348423606,0.025545675020210212,D1V,202522,137076.0,0.0003205911411364326,4.8454188717027134e-05,0.0005053796679923557,0.0006417549079665121,0.004038947160412797,0.003254365600081353,0.0009800343886099713,0.0030527885740941345,0.0001555769473858211,0.0,0.00036476115439610144,0.0,0.00023324271557295022,0.013440319498979636,0.2497373719688348,0.004401868292557566,0.004403708314808899,0.016463479173600186,0.9835365208263999,0.004554272476498723,0.005403589081739158,0.0020158452953171176,0.0011261713138240315
D1V,ARROW LAKE-BASE-S816,202523,9331,10848,854,39,28,45,40,21204,9502,0.9820037886760682,0.004209640075773522,0.002946748053041465,0.004104399073879183,0.004735845085245212,0.01799621132393181,D1V,202523,101469.0,0.00010744265013688825,8.680323997273399e-05,0.00015227994374711703,0.0003500843071386596,-0.0004105297459449631,-0.00019179167918105088,0.0002877246368338739,0.00404708750013336,7.313362976831266e-05,0.0,0.00043362997565759003,0.0,0.00015419417524559944,0.005016925003739808,0.32621785964186106,0.004529058027076855,2.3100229712626924e-05,0.009251000006791731,0.9907489999932083,0.004424858186671494,0.0015604817695226583,0.00119716239653669,0.0013882044145943572
D1V,ARROW LAKE-BASE-S816,202524,15605,12272,1580,32,136,43,59,29760,15908,0.9809529796328891,0.0037088257480512947,0.008549157656525018,0.0020115665074176515,0.002703042494342469,0.019047020367110923,D1V,202524,61650.0,0.00021215106613252355,-2.28512396014753e-05,0.000646521709094327,0.0006901265819021201,0.00011025807575083422,-0.0008859416583638993,0.0002813213967497543,0.004122103464601561,0.00017274140611504577,0.0,0.00045417680454176804,0.0,0.0003018779394222986,0.005909744140229811,0.24879156528791566,0.004592724687882363,0.0005644348802926022,0.009178187656335286,0.9908218123436647,0.004372818087085463,0.0010965024161287231,0.002645387224603921,0.0006302255813588312
D1V,ARROW LAKE-BASE-S816,202525,30451,30998,3367,111,134,24,101,65286,30921,0.9847999741276156,0.0032663885385336828,0.004333624397658549,0.003589793344329097,0.0007761715339089939,0.015200025872384448,D1V,202525,22837.0,6.739668516296407e-05,0.00026356017078699065,0.0004265911569277071,0.0014232249222497497,-0.004195119825525076,-0.0009721593469794327,-0.0016562841048292647,0.0010738202178220504,0.00021084813662959254,0.0,0.0003940972982440776,0.0,0.0003689842391017869,-0.0028058885870384477,0.16928668389017823,-0.0002515070310572596,-0.0038010225272809986,0.0002422729622074656,0.9997577270377925,0.0003440258441907408,0.0,0.0019159167982374199,0.0007828585658876512
D1V,ARROW LAKE-BASE-S816,202526,22379,26330,2783,72,475,22,157,52266,23153,0.966570206884637,0.006780978706863041,0.02051569990929901,0.0031097481967779553,0.0009502008379043752,0.03342979311536298,D1V,202526,15845.0,0.0008163820668072658,6.803183890060549e-05,0.0010885094224096878,0.00013606367780121098,0.002245050683719981,0.00027212735560242196,-0.0019020419881111694,0.004286005850738146,0.0006803183890060549,0.0,0.0004417797412432944,0.0,6.803183890060549e-05,0.0075199404880120484,0.07232565478068792,0.0032683777683348474,0.0026868304249632754,0.009393887544556332,0.9906061124554437,0.003522428931197158,0.0025612275529677247,0.0016100342124365204,0.0008560284905968783
D1V,ARROW LAKE-BASE-S816,202527,18719,15751,1706,92,226,20,106,36642,19185,0.9757101902528017,0.005525149856658848,0.011780036486838676,0.004795413083137868,0.0010424811050299713,0.0242898097471983,D1V,202527,43832.0,0.00019239500074912536,0.00017061449654505643,0.0002191669388682746,0.0008514086714202553,0.0017262616583496068,8.031581435744781e-05,-0.0003141551404935226,0.003780290862110391,0.0004549719907868172,0.0,0.00022814382186530388,0.0,0.00025259412220753107,0.0071870362459794685,0.1976866216462858,0.0038291452189110503,0.0019544054802149106,0.010568025760217039,0.9894319742397829,0.004164422646043845,0.0017741302312877,0.0030118521834799515,0.0013130191267884108
D1V,ARROW LAKE-BASE-S816,202528,18244,27163,2267,21,519,44,72,48360,18930,0.9637612255678817,0.003803486529318542,0.027416798732171156,0.0011093502377179081,0.002324352879027998,0.036238774432118315,D1V,202528,55668.0,-7.225428383745864e-05,0.00012883360484290522,0.0001851816267373232,0.0014267596702599874,-0.0008270366598415635,0.0002873624570940149,0.0004968482827286463,0.0030485222833563563,2.642147537518495e-05,0.0,0.0003952001149673062,0.0,0.00014870753615205104,0.005218124632459568,0.320112093123518,0.003601949887090449,-0.0004318365448742573,0.01514820976987997,0.98485179023012,0.0036664642034751694,0.0004504530206559969,0.009746485474730365,0.00037308006819237484
D1V,ARROW LAKE-BASE-S816,202529,14809,6818,1280,0,6,17,55,23064,14966,0.9895095549913137,0.0036749966590939463,0.00040090872644661234,0.0,0.0011359080582654015,0.010490445008686344,D1V,202529,25614.0,-4.70919063725254e-05,0.00026885334050275576,0.000527126340435242,0.0012098400322624009,0.0005441300120262787,4.128210989370277e-05,0.0017253467797399976,0.0031897285202308135,0.0003360666756284447,0.0,0.00019520574685718748,0.0,-2.593122523198617e-05,0.007628489750343866,0.4191457796517529,0.005136836734101042,0.0007393357588834662,0.008828066218430259,0.9911719337815698,0.004524112636136016,0.0009055573644961958,0.0008707798894015316,0.00019520574685718748
D1V,LUNAR LAKE-BASE-M442,202517,487,1016,343,0,0,1,5,1855,496,0.9818548387096774,0.010080645161290322,0.0,0.0,0.0020161290322580645,0.01814516129032262,D1V,202517,3286.0,0.00034578146611341634,0.0006915629322268327,0.0006915629322268327,0.0,0.00034578146611341634,0.00034578146611341634,0.0013831258644536654,-0.0011549452015361822,0.0,0.0,0.0,0.01704199634814364,0.0,0.019690647273855034,0.1199026171637249,0.0012655250612577322,0.017387777814257054,0.019505339459639646,0.9804946605403604,0.002322481031864196,0.015544676895173791,0.0,0.0
D1V,METEOR LAKE-BASE-P281,202501,5730,11533,1060,0,0,20,10,18360,5767,0.9935841858852089,0.0017340038148083927,0.0,0.0,0.0034680076296167853,0.006415814114791085,D1V,202501,17986.0,0.000289804671651307,0.0002318437373210456,-0.0008426080712459284,-0.0013062955458880195,0.0,0.0,0.0005216484089723526,0.0023763983075407178,0.0,0.004114311130879573,0.0,0.0,5.79609343302614e-05,0.005443063573561309,0.040753919715334146,0.0034196951254854228,0.004114311130879573,0.005482706971021635,0.9945172930289784,0.003350996597145255,0.00408797172987737,0.0,0.0
D1V,METEOR LAKE-BASE-P281,202502,7785,10281,1114,0,0,16,18,19224,7829,0.9943798697151616,0.0022991442074338994,0.0,0.0,0.0020436837399412443,0.005620130284838432,D1V,202502,56987.0,4.059937874989852e-05,0.00045820923499885447,0.00012391014874969022,6.248307749984379e-05,0.0001874492324995314,2.082769249994793e-05,0.00039467015124901333,0.0016984642062457538,0.0,0.01117798796216681,0.0,0.0,0.0005061031799987347,0.014670704264658078,0.15747451173074561,0.0025919429712435204,0.011365437194666341,0.013245469546302988,0.986754530453697,0.0025458346288772344,0.009897498620909115,5.264358537912154e-05,0.0
D1V,METEOR LAKE-BASE-P281,202503,4706,9511,647,0,0,6,27,14904,4746,0.9915718499789297,0.005689001264222503,0.0,0.0,0.0012642225031605564,0.008428150021070335,D1V,202503,69850.0,0.0002298020419552871,0.0002655247576106188,0.00012068872601536792,9.848658940940875e-05,0.0,0.0,0.0006594711152482539,0.0030260431135929263,1.641443156823479e-05,0.008103078024337866,0.0,0.0,-0.00038720996905497235,0.012115884399114756,0.1278167501789549,0.004180841028407086,0.008103078024337866,0.011644530175389908,0.9883554698246101,0.004373609168498139,0.0072289577366775794,8.589835361488905e-05,1.4316392269148175e-05
D1V,METEOR LAKE-BASE-P281,202504,3744,7485,840,0,0,7,16,12096,3771,0.9928400954653938,0.0042429063908777515,0.0,0.0,0.0018562715460090163,0.007159904534606243,D1V,202504,92663.0,0.00029858999170583354,0.0004534144318495991,0.0003981199889411114,4.423555432679016e-05,1.105888858169754e-05,2.211777716339508e-05,0.00027200023323482625,0.0017162426561295918,0.0,0.001942522905582595,0.0,0.0,-0.0001040019785428901,0.0050543004489725495,0.0241520347927436,0.0027402473129198505,0.0019535817941642923,0.005105155072108518,0.9948948449278915,0.0027765395872523216,0.0019512315536651555,4.316717567961322e-05,0.0
D1V,METEOR LAKE-BASE-P281,202505,11889,18596,2070,0,2,10,44,32616,11950,0.9948953974895397,0.0036820083682008366,0.00016736401673640169,0.0,0.0008368200836820083,0.005104602510460299,D1V,202505,,,,,,,,,,,,,,,,,,,,,,,,
D1V,METEOR LAKE-BASE-P281,202506,14132,28354,2598,2,0,27,61,45360,14408,0.9808439755691283,0.00423375902276513,0.0,0.000138811771238201,0.0018739589117157136,0.01915602443087172,D1V,202506,89596.0,8.182557430200845e-05,0.0001568430165197248,0.0002991974208119117,2.5573158412929788e-05,1.2786579206464894e-05,0.0,0.001696338620358731,0.0025615495922972444,0.0,0.004085003794812268,0.0,0.0,-0.0007271756448442602,0.008191942111877022,0.127115049779008,0.0044965568034777085,0.004097790374018733,0.009585641981637175,0.9904143580183629,0.004463151250500616,0.0038151079269879607,2.232242510826376e-05,1.7645065210856193e-05
D1V,METEOR LAKE-BASE-P281,202507,19367,38855,3005,0,2,23,77,61344,19484,0.9939950728803121,0.003951960583042496,0.00010264832683227263,0.0,0.0011804557585711353,0.0060049271196879195,D1V,202507,121101.0,0.00026810849457080296,0.0005362169891416059,0.0007554964983824907,-4.60661611733953e-05,0.0,0.0,0.0004770696419143995,0.0024700094515573683,0.0004468474909513383,0.003633330856062295,0.0,0.0,0.00034854104294204386,0.008442706813397611,0.07601919059297611,0.0037514045771841766,0.003633330856062295,0.008257388774237807,0.9917426112257622,0.0037666506824180863,0.00344686527652535,0.0,0.0004128785063707153
D1V,METEOR LAKE-BASE-P281,202508,29689,39489,3530,0,0,148,87,73008,29989,0.9899963319883958,0.0029010637233652338,0.0,0.0,0.004935142885724766,0.010003668011604239,D1V,202508,87237.0,0.0004149225681266246,0.00016501145688908736,-0.00115087555609677,3.661081483470217e-05,0.0,0.0,0.0006722494325012502,0.0018989745195967004,0.0,0.002258216123892385,0.0,0.0,0.00014696883960466388,0.004442078199348644,0.06068525969485425,0.003151157977113663,0.002258216123892385,0.00477958472142163,0.9952204152785784,0.0031359809423767487,0.002420666119618288,3.4389078028818045e-05,0.0
